,text
1119,"La Gran Misión Vivienda Venezuela (GMVV) hizo entrega de 34 casas a familias integrantes de pueblos indígenas del estado Bolívar, para alcanzar la cifra histórica de 3 millones 720 mil 150 casas dignas a los Venezolanos, Venezolanas y residentes en el territorio nacional. https://t.co/z4bSoFxkE8"
1120,#19Oct  Siempre dispuesto a todo. #PieDeLucha  @NicolasMaduro @vladimirpadrino @ZODI45_Carabobo @ADI_Tacarigua @Apdi_losguayos @luis15candanga @wistohor https://t.co/5MiyRn8UCd
1121,"@caraboboreporta Kit Nintendo DsLite por 2$, incluye: 01 Lector de Tarjeta MicroSD, 03 Protector de Pantalla y 03 Lápices punta de goma. #Nintendo #DsLite #Game #Vende #VenVariedades #Carabobo #Valencia #SanDiego #mercadolibre https://t.co/wpBp7zm03J https://t.co/97aElCVMuO"
1122,TRINCHERA TACHIRENSE: DEL ABSTENCIONISMO AL DIVISIONISMO: https://t.co/cr40c3ZXCh
1123,"Gobernador Omar Prieto inició Plan Quirúrgico Carabobo 200 para pacientes del municipio Lagunillas - https://t.co/Q8ptOFActP octubre, 2021 https://t.co/qnVyzZUlzY"
1124,Patricia Hernandez a mi también me paso lo mismo no me aparece el dinero 
1125,"Estado carabobo CDI Bella Florida .
Pasión, amor y altruismo puestos en función del paciente para salvar su vida, así brindan servicios los internacionalistas de #Cuba #CheMédicoInternacionalista #HéroesDeLaSalud #CubaPorLaVida #CubaCoopera 
@cubacooperaven https://t.co/UK0eHkspN1"
1126,PROYECTO GUAYANA presenta a ELSIS MAESTRE una de sus diputadas que acompañan al Gobernador del Estado Bolívar PEDRO MATA en formula perfecta por el rescate del estado! Conocela! https://t.co/tpwtPMF1o3
1127,"“What we do here at Arawak is not only are we a community radio station but we are trying to bring people of all ages into music.” 

India-Rose Kaur spent time speaking to the people involved with Arawak, a radio station dedicated to helping the area of Coventry. https://t.co/ZBLuKZ8igF"
1128,"#AnthonyUribe | “Iremos a Barinas con respeto, con profesionalismo, con tranquilidad a hacer un partido correcto para que las cosas salgan de la mejor manera” 🎙️ https://t.co/LrMJ5JgGCX"
1129,#6Oct | José Guerra advierte que intervención del BCV en el mercado podría provocar una “mega devaluación” 🇻🇪 https://t.co/6PhF3nKT4w
1130,@NellyverLugo @FreddyBernal @Juntosxtachira1 @Redi_andes @ZODI_TACHIRA @TareckPSUV En Bolivar la estación de servicio Venezuela le toca la placa número 3 porque el martes echaron 1 y 2
1131,"Escuche las últimas noticias minuto a minuto sobre temas de actualidad del Táchira y el mundo. De lunes a viernes a las 12:00 del mediodía, y nuevamente a las 3:00 p.m., La Nación Radio https://t.co/ypcE8izhwm , le ofrece la más amplia y completa información. https://t.co/kF5kgUVggK"
1132,Gobierno: Comerciantes deben vender a tasa de cambio del BCV https://t.co/PBz7Xq1MFC https://t.co/ART927DPIb
1133,"#OfertaLaboral Estamos tras la búsqueda de distribuidores exclusivos en La Prensa Táchira. 
Si deseas aumentar tus ingresos económicos, comunícate con nosotros y únete a la gran familia de La Prensa. #20Ago https://t.co/25t9QzVJzB"
1134,"Así cotiza el dólar esta mañana:

⏱️ 01/11/21 9:00 a. m. 

4,50 (Monitor) ⬆️📈

4,45 (Dólar Today) ⬇️📉

4,38 (BCV) ⬇️📉

Petro: 

246,17 ⬇️📉"
1135,@VTVcanal8 @EneidaLayaPsuv Estado Carabobo urgente no hay nadie ni gobernador ni alcalde q se aboquen a este problema los comerciantes están cotizando el dólar a 6 y 7 millones precios exorbitantes auxiliooooo el pueblo no aguanta espero lean mi mensaje
1136,"Humillante Copa Libertadores de @elClubOlimpia,  más allá de lo de Tachira y Inter horrible. Ni la camiseta Meta Sports quiero volver a ver en Olimpia. Un 2021 para el olvido,  volvimos al Olimpia 2004 para arriba."
1137,".👑
#LOTTOREY
06/10/2021
2:30 pm
Sorteo#: 3532
22 Camello 

Quieres plata?JuegaLottoRey
juegal #Legal
#RT #RT  
#06Octubre
#Carabobo 
#Zulia 
#Caracas 
#margarita 
#anzoategui 
#porlamar
#bolivar
#aragua 
#oriente 
#maturin 
#cantaura
#Falcon 
#Ecuador https://t.co/Od2JIt6zIP"
1138,Hiperinflación en Venezuela depende del BCV https://t.co/fjpl0FcBYH
1139,"Sonríele a este martes y disfruta tu día. 
Vamos #coNTodo #PiedrasNegras https://t.co/hjXpau5IUS"
1140,"@iTS___CHOSO DIOS MÍO SI, VENDÍA EN CHICHIRIVICHE Y TUCACAS"
1141,#Comunidad | Promovidas jornadas consulares en Maracay e Punto Fijo | En Español: https://t.co/anSe2HWnCl https://t.co/zT6O4oEgeZ
1142,"“Gobierno Nacional engaña a los trabajadores del sector público”

https://t.co/lWVdnfPnJu"
1143,"¿Y cuál es el peor #SAIME de todo el país? SAIME LOS COLORADOS #Valencia #Carabobo una cuerda de incompetentes sociales que no saben atender al público, groseros, mal educados, salvajes, la barriga les llega al piso y esa cara de malandros que tienen 🤬🤬🤬"
1144,"#Carabobo registró 93 nuevos casos de Covid-19 este domingo  #18Oct 

https://t.co/nCb9D9coG9"
1145,"SIEMPRE HABLA PURA PAJA DE FRENAR LA INFLACIÓN, PERO TAMPOCO LE PONEN CONTROL A SU DÓLAR OFICIAL IGUAL CON LAS PAGINAS DEL DÓLAR PARALELO CREADAS POR GOBIERNO NACIONAL QUE TAMBIEN DEVALUAN LA MONEDA TODOS LOS DIAS, ENTRE EL BANCO CENTRAL DE VENEZUELA ALEADOS CON LAS PAGINAS DEL"
1146,"No la quiero,fue cruel con nosotros en cabudare eso Lara,7 horas sin luz todos los días,sin agua,sin gas,y la bolsa cada 4 o 6 meses,"
1147,"#Pais||William Méndez, exalcalde del municipio San Cristóbal, estado Táchira, declinó este viernes su candidatura a la gobernación. Según declaraciones a los medios, apoyará la postulación de Daniel Ceballos. https://t.co/O3c31J01TM"
1148,Señores no sean ciegos.hay que votar y darle una paliza al gobierno.sin votar es cómo perder por no presentarse al juego.asi no se gana.en Venezuela sacamos a los adecos y copeyanos.ahora nos toca sacar a esta gente y a todo aquel que no sirva sea rojo blanco amarillo verde morado del color que sea
1149,"El .@FalconGnbcz mantiene despliegue en el territorio Falconiano, para garantizar la seguridad y la salud del pueblo. #3Abr 
#SputnikVGarantizaVida
#GNBGaranteDePaz 
#FANBEnDefensaDeLaDignidad
.@NicolasMaduro 
.@cmdtegralgnb
.@GNBGDjuvenal https://t.co/1f8yR1keNn
#GNBApure"
1150,"@PabloEchenique ¿Y podrían de paso aclararnos cuanto nos cuesta al mes cada menor inmigrante no acompañado, y cuanto una anciana dependiente?
Por saberlo, salvo que sea secreto de estado, como los viajes en falcon de Sanchez o el sueldo de la niñera de los Iglesias."
1151,"Camaradas Comorodos Camaredes #TROPA juas, juos, jues‼️🤣😂🤣 @PartidoPSUV @PedroKonductaz @Smmar4F @4F_Mamba #VacunarseEsVida #EnVideo #EnVivo #ONCA #TuiterosPatriotas #CarnetDeLaPatria #SistemaPatria @BCV_ORG_VE #NotiMippCI #YoCuidoCaracas 
Brutal el Gentio en #USAFreeAlexSaab https://t.co/bzfKh40JoV"
1152,"@VenezuelaSaime Buenos días, necesitamos  reprogramación de citas perdidas por FALTA DE SISTEMA sede Los Colorados  Edo Carabobo.. Fecha 02 /09/21"
1153,"Todos son perfecto complementos para nuestras recetas pero queremos saber a cuál team perteneces. ¿A o B?🤔

Comenta y al visitarnos no olvides adquirir tu preferido 🥳💯

¡Te esperamos!

#KromiMarket #Valencia #Carabobo #SanDiego #Tazajal #Naguanagua #Prebo #SabanaLarga #Parral https://t.co/rGIZb5uimg"
1154,"Preguntas Frecuentes | Si usted posee una deuda por un préstamo, el monto será reexpresado siguiendo los lineamientos de la Nueva Expresión Monetaria. #Banplus #HacemosPais #BCV"
1155,"Vi una campaña en Facebook sobre la situación del complejo ""Los perozos"" de unefm y solo pude reconocer a los que eran los peores estudiantes xd, o sea, que quieres rescatar? Las casitas donde perdías todo el día o la oficina del movimiento donde cuadrabas como sacar plata?"
1156,@Cubacooperabol2 CDI El ROBLE Nuestro comandante más presente que nunca con  el legado que nos enseñó desde el Estado bolívar CDI El Roble saludando el 61 aniversarios de los CDR https://t.co/1aMbJXnQdR
1157,@Nataliaay Saliendo pa’ Pedregal!
1158,"#15Oct Hasta las 8:30 pm 6 protestas:

-Anzoátegui
-Bolívar
-Carabobo
-Lara 
-Mérida
-Portuguesa

Motivos: 
Servicios públicos
Salud
Laborales 
Participación política
Educación

Foto: ""Diálisis ya"", protesta en Barquisimeto #Lara-@elimpulsocom
https://t.co/Tg91o7ptoE -@OVCSocial"
1159,"#30Mar 

MUERTO el tercer implicado en el homicidio del oficial de Polifalcón 

https://t.co/V5cbbeOe48"
1160,"Invité a la gobernadora y autoridades de la gobernación de estado #Táchira a participar en esta mesa de trabajo; están presentes Arturo Molina, jefe de Educación  y José Olmos, Jefe de Política. 3/4 https://t.co/WlDspIKfK9"
1161,tan bello mi alcalde por siempre de caracas 
1162,"@AlexCabof @Bolivar_Oficial La selección debería jugar aquí, ya que no podes aprovechar la altura, que nuestro fuerte sea la cancha en mal estado jé.

No imagino que a Neymar le salga una bicicleta en el IV Centenario jajaja."
1163,Conoce los límites de las tarjetas de crédito en Venezuela tras la reconversión https://t.co/pyoNglC0xv #noticias #carabobo #venezuela https://t.co/P12bN5xk8W
1164,"#BOLÍVAR | La Universidad de Oriente núcleo San Félix, estado Bolívar, fue víctima nuevamente de un acto vandálico la madrugada de este martes por parte de antisociales.

✍️🏽: @Yosoyjessa 

https://t.co/xbNBC6w5pK https://t.co/y5pQSjXidW"
1165,"La #GNBFalcón  Seguimos en Batalla Victoriosa Comprometidos en garantizar la Paz y Bienestar del Pueblo Venezolano.
#29Mar
#CuídateDeLaCovid19
#GNBAlertaJuntoAlPueblo
#FANBEnDefensaDeLaDignidad 
.@NicolasMaduro 
.@cmdtegralgnb
.@GNBGDjuvenal
.@LopezvargasR https://t.co/yq4filZIpx"
1166,"CON MÁXIMO COMPROMISO PATRIO! 👊🇻🇪
#17Oct 🎥 El MG Juvenal Fernández López @GNBCmdtGral, realizó visita en el Comando de Zona @GNB41_CARABOBO acompañado del Cmdte de Zona GB @Rivera_bastardo.

#LaVerdadSiempreTriunfa
#PuebloYCEOFANBVenceremos https://t.co/VwlqTXWho5"
1167,Ladrones devuelvan mi dinero y a todos los venezolanos que robaron HDP
1168,"La Presidenta del Comité de Acción Social de la #GNB, Dra. Madelina Gelves de Fernández,  visitó los Centros de Educación Inicial de la #GNB aperturados en el Edo. Zulia.

EN FUNCIÓN DE JUSTICIA SOCIAL
#11Sep
.@GNBCmdtGral
.@GnbGaranteDePaz
.@GBcmdte21gnb
.@GNB_tachira https://t.co/iar5DSbMDn"
1169,"@cmmzodic @NicolasMaduro @ZODI45_Carabobo @dhernandezlarez @wistohor Activos para la defensa integral de nuestra amada Venezuela. Lealtad. 
@cmmzodic 
@NicolasMaduro 
@wistohor 
@vladimirpadrino 
#MiliciaBolivarina 
#PieDeLucha"
1170,@GustavoAzocarA Eso solo eran unos vueltos que se le quedaron al protector del Táchira. Que ladronismo tan descarado.
1171,"Discúlpame diosito, pero a mi no me gusto nadita Adícora 😳🤭😵 #Venezuela"
1172,#SUCESOS Capturan a Raúl Pargas señalado por femicidio agravado https://t.co/JVIt6Icmui
1173,@laidygomezf @LaDivinaDiva Ella es lo mejor que tiene la opo
1174,"Lo bravo aquí es que si otro banco hace lo mismo ya lo hubiesen intervenido ,Pero como son ellos mismos "" NO PASA NADA"""
1175,"Desde anoche a las 9 pmen #Seminario #SanDiego #Carabobo se han dado 4 cortes eléctricos. Agua por pozos profundos, entenderán. #SinAgua qué habremos hecho por acá para que nos tengan en esta agonía diariamente? @CorpoelecCarabo @rafaellacava10 @leonjura ah! Pero quieren votos! https://t.co/Dv8JczwjGU"
1176,@BcodeVenezuela Cuerda de Ladrones Ladrones Ladrones Ladrones Ladrones Ladrones Ladrones 😡
1177,Solo sirven para echarle la culpa a otros. Todo ea saboteo. No reconocen que son incapaces y negligentes. Siempre buscando culpables y nunca asumiendo sus responsabilidad 
1178,"Hola hola buenas tardes cómo está ministra, feliz y bendecido día.  Para hacerle del conocimiento de algunas Alcabalas en Anzoátegui que no acataron la orden del presidente y de usted, siguen en las mismas condiciones, poner orden saludos"
1179,"Entonces bien, entendieron que  gastar dinero en fútbol es como gastar en mandar al ""loco de Aragua"" al ski olímpico... Se explica? o es necesario plastilina? En Venezuela NO se juega fútbol ( exceptuado tachira que es Colombia) https://t.co/R9ssAWuHDj"
1180,"@EAristeguieta Es un acto cultural que reafirma el estado de disimulo general en un país que desde la muerte de Bolívar, ha sido modelado como un campamento militar, donde todo se hace ""mientras tanto"", ""pa mañana"" o ""como vaya viniendo vamos viendo"". Somos un país transitorio."
1181,"En función de Justicia Social, el .@GNB_VCostera efectuó donación de 30 mil Lts de agua potable en el Edo. Falcón.

#18Abr #FANB #GNB #GNBCVC
#PrevenirSalvaVidas
#GNByPuebloProtegido
.@NicolasMaduro 
.@cmdtegralgnb
.@GNBGDjuvenal
.@LopezvargasR
https://t.co/WU124sUmcn"
1182,"@alexanderriera @ZamoraMatea13 @pasquicurcio @MariaesPueblo @AmalCandanguera @Jcvgvaliente @tonyboza @salasrluis76 @dcabellor @delcyrodriguezv @NicolasMaduro 14millones de contribuyentes amigo ni cuando vielma tuvo el Seniat en su mejor epoca Venezuela tuvo tantos, Venezuela es un pais informal solo en mi ciudad el 80% es informal que es la capital S/C estado Tachira el impuesto de ellos es la matraca de la GNB"
1183,@Aleja4810 Yo de punto fijo
1184,"@juanpgarciac @StasKlymenko Que atraco, por 40$ en carabobo si es microondas puedes tener 6MB si es ftth pudieras recibir hasta 40MB"
1185,@LigaFUTVE saludos desde Ciudad Bolívar.. el mejor extranjero es el panameño góndola el del deportivo Táchira..
1186,"@Edurodriguezg #saludoplanetario desde Puerto Cabello, Estado Carabobo. Feliz y bendecido viernes para ti Eduardo y todo tus seguidores. Aquí les comparte mi mensaje del día: https://t.co/ClQiIfXFDQ"
1187,@SacmexCDMX @PabloGomez1968 Mejor manden a su gente a abrir las llaves en Amp Jardines del Pedregal. De verdad. Cada mes es lo mismo.
1188,"#09Abr #Falcón #Coro | Entre un 15 y 20% ha bajado la venta de pan 
https://t.co/xyE1Q41GZe https://t.co/dI4895Wk0D"
1189,"#200AñosBicentenario | Estudiantes del sector público han realizado actividades que promueven el fervor patrio desde sus hogares.

https://t.co/RF5z4sbIxJ"
1190,@ElNacional @TVVnoticias @EVTVmiami @osmarycnn @UltimaHoraLara @VPITV @NTN24ve @TuiteoCaracas @TachiraNoticias #Ccs @webnotitarde @Simonovis @traffiCARACAS #Maracaibo #Valencia #Carabobo @monitoreamos @Petare_Bombilla @Las2zonas #Zulia #LosTeques #Macarao https://t.co/YiwwULnTJX
1191,"@VictorRojasc @picsandvideos1 @jfacostaf @GabrielaBodu La cuestión es qué recibe el dólar a bcv y venden a paralelo, así sea verdes en efectivo los reciben a bcv venden a paralelo, por eso yisus los echó de su templo porque son sendas lakras"
1192,EN CARABOBO | Arrestaron a empleada del oncológico por hurtar insumos médicos https://t.co/tt176ahTZS
1193,¡Basta de etiquetas! Es hora de levantar la bandera de un cambio para nuestra Venezuela. Y en Carabobo queremos empezar a creer en ese cambio. #ChavistasConBertucci
1194,"#6SEP | Así amanece el canal humanitario en San Antonio del Táchira. Las personas usan esta vía para poder cruzar a Colombia.

📷:@Diariocalle1 https://t.co/nZXMextyjd"
1195,Cuente con mi a pollo almirante Carmen Meléndez un cordial saludo 
1196,"#16agosto Buenos días #FelizInicioDeSemana para todos, en la @tachira_gmas seguimos trabajando y venciendo, rindiendo honores a nuestros Símbolos Patrios y a la memoria de nuestro Libertador Simón Bolívar 
#LunesCivico
@FreddyBernal 
#AmemosAlTachira https://t.co/4ItxGSiz4G"
1197,"Votantes en #Carabobo catalogaron proceso de votación como rápido, sencillo y seguro durante simulacro https://t.co/xPIePS2NsH @ValenciaHoy https://t.co/DKnRs3jCiO"
1198,"""Echar gasolina subsidiada en Venezuela, “una paridera” interminable"" https://t.co/cztQgMAhag #noticiasvenezuela #feedly"
1199,"#04Oct 
#CulturaTributaria 🪙
Amigo contribuyente ¿sabes como hacer el redondeo? aquí @SAATELLARA1 te muestra como hacerlo. No te enredes, conoce la nueva expresión monetaria.
#RumboAlBolivarDigital 
#VacunacionAbierta 
@AdolfoP_Oficial 
@gobiernodelara 
@BCV_ORG_VE https://t.co/U8qE2GmSM7"
1200,"#15Oct 📌 PuebloYCEOFANBPorVzla || #GNBBolívar y funcionarios policiales realizaron despliegue de seguridad en el estado Bolívar.
#PuebloVencedor
#VacunarseDependeDeTi
.@libertad003
.@GNBCmdtGral
https://t.co/A2QsN0WLJa
https://t.co/0RDlnmfvz7"
1201,@1Yasminvelasco Sin luz Caracas parroquia antimano
1202,Dirigente de Vente Venezuela denuncia que milicianos armados patrullan calles de Barinas https://t.co/XDDUEQX815  #NACIONALES
1203,Buenos días mi capitán aquí le dejo a ingri Gutiérrez campeona de la vida superó un cáncer. Es tercerisada en PDVSA Paraguaná ayudela con los compañeros revolucionarios @TareckPSUV y @AChavezPdvsa y será posible que le metan la mano camaradas @Johanjpetrolera y @GodoyCoromoto https://t.co/CweDJKYIrn
1204,"La #GNBFalcón  Seguimos en Batalla Victoriosa Comprometidos en garantizar la Paz y Bienestar del Pueblo Venezolano #CuídateDeLaCovid19.
#GNBAlertaJuntoAlPueblo
#FANBEnDefensaDeLaDignidad 
.@NicolasMaduro 
.@cmdtegralgnb
.@GNBGDjuvenal
.@LopezvargasR https://t.co/yNi9nYS3fV"
1205,"Psicóloga denuncia acoso por parte de hombre q se hizo pasar por paciente en Ccas. https://t.co/RsjDShZaWA 

Venezuela logra 2 medallas d oro, plata y bronce #Tokyo2020 https://t.co/GD5xspTjX2  

Asesina hija con la q tenía 2 hijos? https://t.co/HOgilL5eqR"
